Feature ID,Taxon,Confidence
fd0aecb8637a1148105d9bf99e849289,Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Ostracoda;Conchoecia;Conchoecia_sp.;,0.998470491
a07a78ccb3310370d7c34bf1ebe37998,Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca;Primno;Primno_macropa;,0.999962926
0586edc72b15d2b29101c573f1a9be86,Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-22;Dino-Group-II-Clade-22_X;Dino-Group-II-Clade-22_X_sp.;,0.999991349
5f0fba758fe3e2031ce366b8e14768e9,Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Calocalanus;Calocalanus_sp.;,0.996379601
72df51835dd6f5b90997b39b190f67ef,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae,0.981442576
0d5220dd78ab58e9e97e1bbaf8ca4aad,Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Oligotrichida,0.999941742
208663bc3b8b4139f464073350d9341f,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas_commoda_A1;,0.979677591
ce42aa687d887680c03aaf3d15854f57,Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Bacillariales;Bacillariaceae;Cylindrotheca;Cylindrotheca_closterium;,0.875360387
4c31916c0c49b0dd155341351aac3394,Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Mecynocera;Mecynocera_clausi;,0.999999771
bc280dfbcd7ea9c038ee27ee7c1b1a25,Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-7;Dino-Group-II-Clade-7_X;Dino-Group-II-Clade-7_X_sp.;,0.998533393
